Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GRB2 events in EGFR signaling Homo sapiens R-HSA-179812	6/235	0.051130293579441356	0.192091214136832	0	0	2.327709408495435	6.921160243753576	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
SHC1 events in EGFR signaling Homo sapiens R-HSA-180336	6/235	0.051130293579441356	0.192091214136832	0	0	2.327709408495435	6.921160243753576	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
SOS-mediated signalling Homo sapiens R-HSA-112412	6/235	0.051130293579441356	0.192091214136832	0	0	2.327709408495435	6.921160243753576	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347	6/235	0.051130293579441356	0.192091214136832	0	0	2.327709408495435	6.921160243753576	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
RAF/MAP kinase cascade Homo sapiens R-HSA-5673001	6/235	0.051130293579441356	0.192091214136832	0	0	2.327709408495435	6.921160243753576	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176409	3/74	0.05143577024908162	0.192091214136832	0	0	3.733278595338849	11.078210905421562	PSMD9;PSMD13;PSMB3
FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700	6/236	0.05199265886105923	0.192091214136832	0	0	2.3174703557312255	6.851955091314699	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712	6/236	0.05199265886105923	0.192091214136832	0	0	2.3174703557312255	6.851955091314699	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
FRS-mediated FGFR3 signaling Homo sapiens R-HSA-5654706	6/236	0.05199265886105923	0.192091214136832	0	0	2.3174703557312255	6.851955091314699	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
FRS-mediated FGFR1 signaling Homo sapiens R-HSA-5654693	6/236	0.05199265886105923	0.192091214136832	0	0	2.3174703557312255	6.851955091314699	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814	3/75	0.05314872872134554	0.192091214136832	0	0	3.6812406576980568	10.803193732762361	PSMD9;PSMD13;PSMB3
Regulation of DNA replication Homo sapiens R-HSA-69304	3/75	0.05314872872134554	0.192091214136832	0	0	3.6812406576980568	10.803193732762361	PSMD9;PSMD13;PSMB3
Sialic acid metabolism Homo sapiens R-HSA-4085001	2/33	0.05337855877930408	0.192091214136832	0	0	5.686347926267281	16.662967665921038	ST6GAL2;ST6GALNAC4
Transport of the SLBP independent Mature mRNA Homo sapiens R-HSA-159227	2/33	0.05337855877930408	0.192091214136832	0	0	5.686347926267281	16.662967665921038	POM121;NUP88
Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054	2/33	0.05337855877930408	0.192091214136832	0	0	5.686347926267281	16.662967665921038	POM121;NUP88
GAB1 signalosome Homo sapiens R-HSA-180292	4/125	0.053544116919885046	0.192091214136832	0	0	2.926513290149654	8.566634125079936	ERBB3;AGO4;AKT1S1;FOXO1
PI3K/AKT activation Homo sapiens R-HSA-198203	4/125	0.053544116919885046	0.192091214136832	0	0	2.926513290149654	8.566634125079936	ERBB3;AGO4;AKT1S1;FOXO1
ARMS-mediated activation Homo sapiens R-HSA-170984	6/239	0.05463294763464683	0.192091214136832	0	0	2.2872805306281703	6.649394725732399	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Signalling to p38 via RIT and RIN Homo sapiens R-HSA-187706	6/239	0.05463294763464683	0.192091214136832	0	0	2.2872805306281703	6.649394725732399	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Reversal of alkylation damage by DNA dioxygenases Homo sapiens R-HSA-73943	1/5	0.055242600820735274	0.192091214136832	0	0	21.966666666666665	63.6159250967051	ASCC2
Arachidonate production from DAG Homo sapiens R-HSA-426048	1/5	0.055242600820735274	0.192091214136832	0	0	21.966666666666665	63.6159250967051	DAGLA
GRB7 events in ERBB2 signaling Homo sapiens R-HSA-1306955	1/5	0.055242600820735274	0.192091214136832	0	0	21.966666666666665	63.6159250967051	ERBB3
Frs2-mediated activation Homo sapiens R-HSA-170968	6/240	0.055530805802714855	0.192091214136832	0	0	2.277389277389277	6.583516441952433	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Transport of the SLBP Dependant Mature mRNA Homo sapiens R-HSA-159230	2/34	0.05630337178596786	0.192091214136832	0	0	5.508370535714286	15.847586746433782	POM121;NUP88
Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	2/34	0.05630337178596786	0.192091214136832	0	0	5.508370535714286	15.847586746433782	POM121;NUP88
MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996	6/241	0.05643755828685273	0.192091214136832	0	0	2.2675822050290138	6.518438099351725	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505	3/77	0.05665614213363816	0.192091214136832	0	0	3.5813840746576173	10.28127579122273	INTS7;GTF2F2;GTF2E1
Prolonged ERK activation events Homo sapiens R-HSA-169893	6/242	0.05735321182698102	0.192091214136832	0	0	2.2578582434514636	6.4541474709115665	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	4/128	0.057455278854844694	0.192091214136832	0	0	2.8552746294681777	8.156801208840035	POM121;NUP88;GTF2F2;GTF2E1
Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273	4/128	0.057455278854844694	0.192091214136832	0	0	2.8552746294681777	8.156801208840035	POM121;RPL24;NUP88;GTF2F2
Signaling by Leptin Homo sapiens R-HSA-2586552	6/243	0.058277772329816666	0.192091214136832	0	0	2.2482163406214037	6.390632561061397	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Lysosome Vesicle Biogenesis Homo sapiens R-HSA-432720	2/35	0.05928300771502443	0.192091214136832	0	0	5.341179653679654	15.09114291218903	VAMP8;AP1S1
Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	2/35	0.05928300771502443	0.192091214136832	0	0	5.341179653679654	15.09114291218903	POM121;NUP88
Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	2/35	0.05928300771502443	0.192091214136832	0	0	5.341179653679654	15.09114291218903	POM121;NUP88
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	6/245	0.06015363366279317	0.192091214136832	0	0	2.2291745910992775	6.265883041814575	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
PI3K Cascade Homo sapiens R-HSA-109704	3/79	0.060270821316327106	0.192091214136832	0	0	3.486783101250885	9.794050103190223	RRAGB;AKT1S1;PRKAG2
Transcriptional regulation of white adipocyte differentiation Homo sapiens R-HSA-381340	3/79	0.060270821316327106	0.192091214136832	0	0	3.486783101250885	9.794050103190223	MED16;MED29;MED7
Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408	3/79	0.060270821316327106	0.192091214136832	0	0	3.486783101250885	9.794050103190223	PSMD9;PSMD13;PSMB3
Centrosome maturation Homo sapiens R-HSA-380287	3/79	0.060270821316327106	0.192091214136832	0	0	3.486783101250885	9.794050103190223	CETN2;CEP131;CDK11B
Recruitment of mitotic centrosome proteins and complexes Homo sapiens R-HSA-380270	3/79	0.060270821316327106	0.192091214136832	0	0	3.486783101250885	9.794050103190223	CETN2;CEP131;CDK11B
Signalling to RAS Homo sapiens R-HSA-167044	6/246	0.06110494210982931	0.19361740377823822	0	0	2.2197727272727272	6.204625553456487	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Assembly of the primary cilium Homo sapiens R-HSA-5617833	5/187	0.06146846087429141	0.1936434172051377	0	0	2.435483068967232	6.793125039176677	IFT52;KIF3A;CETN2;CEP131;CCT8
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	6/248	0.063034327342591	0.19525515380261466	0	0	2.2012021036814424	6.084289515286161	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Transport of Mature mRNA Derived from an Intronless Transcript Homo sapiens R-HSA-159231	2/37	0.06540037721719881	0.19525515380261466	0	0	5.03545918367347	13.732841515515082	POM121;NUP88
Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253	3/82	0.06589010574370613	0.19525515380261466	0	0	3.353862746211046	9.121725183471167	PSMD9;PSMD13;PSMB3
Antigen processing-Cross presentation Homo sapiens R-HSA-1236975	3/82	0.06589010574370613	0.19525515380261466	0	0	3.353862746211046	9.121725183471167	PSMD9;PSMD13;PSMB3
DNA Replication Pre-Initiation Homo sapiens R-HSA-69002	3/82	0.06589010574370613	0.19525515380261466	0	0	3.353862746211046	9.121725183471167	PSMD9;PSMD13;PSMB3
M/G1 Transition Homo sapiens R-HSA-68874	3/82	0.06589010574370613	0.19525515380261466	0	0	3.353862746211046	9.121725183471167	PSMD9;PSMD13;PSMB3
DNA Damage Reversal Homo sapiens R-HSA-73942	1/6	0.06592100605446073	0.19525515380261466	0	0	17.572444444444443	47.78471534803886	ASCC2
SUMO is proteolytically processed Homo sapiens R-HSA-3065679	1/6	0.06592100605446073	0.19525515380261466	0	0	17.572444444444443	47.78471534803886	SENP1
Synthesis of 5-eicosatetraenoic acids Homo sapiens R-HSA-2142688	1/6	0.06592100605446073	0.19525515380261466	0	0	17.572444444444443	47.78471534803886	GPX4
Synthesis of 15-eicosatetraenoic acid derivatives Homo sapiens R-HSA-2142770	1/6	0.06592100605446073	0.19525515380261466	0	0	17.572444444444443	47.78471534803886	GPX4
Synthesis of 12-eicosatetraenoic acid derivatives Homo sapiens R-HSA-2142712	1/6	0.06592100605446073	0.19525515380261466	0	0	17.572444444444443	47.78471534803886	GPX4
Interleukin-2 signaling Homo sapiens R-HSA-451927	6/252	0.06700019036334141	0.19737893917849228	0	0	2.1649667405764967	5.852034604519323	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Signalling to ERKs Homo sapiens R-HSA-187687	6/253	0.0680139614170541	0.19784688449513607	0	0	2.1560912771439087	5.795664512337264	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203	5/193	0.06840637726877981	0.19784688449513607	0	0	2.3570328294984115	6.322243758649976	SF3A3;POM121;HNRNPA2B1;NUP88;GTF2F2
Transport of Mature mRNAs Derived from Intronless Transcripts Homo sapiens R-HSA-159234	2/38	0.06853499700479214	0.19784688449513607	0	0	4.895337301587301	13.121514772119035	POM121;NUP88
Influenza Life Cycle Homo sapiens R-HSA-168255	4/136	0.0686111214120747	0.19784688449513607	0	0	2.681135681135681	7.183568540175398	POM121;RPL24;NUP88;GTF2F2
Mitochondrial translation elongation Homo sapiens R-HSA-5389840	3/84	0.06976510116348132	0.19906795881726347	0	0	3.2707191496429164	8.708686727894168	TSFM;MRPL19;MRPL14
Metabolism of polyamines Homo sapiens R-HSA-351202	3/84	0.06976510116348132	0.19906795881726347	0	0	3.2707191496429164	8.708686727894168	PSMD9;PSMD13;PSMB3
NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	2/39	0.07171821122921454	0.2015390822190826	0	0	4.762789575289576	12.55000088113632	POM121;NUP88
APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143	3/85	0.0717405173403707	0.2015390822190826	0	0	3.230668270808269	8.51184038655228	PSMD9;PSMD13;PSMB3
Regulation of mitotic cell cycle Homo sapiens R-HSA-453276	3/85	0.0717405173403707	0.2015390822190826	0	0	3.230668270808269	8.51184038655228	PSMD9;PSMD13;PSMB3
PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528	3/86	0.0737408810904756	0.2050447969097408	0	0	3.191582473391323	8.321087242427037	ERBB3;AKT1S1;FOXO1
Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531	3/86	0.0737408810904756	0.2050447969097408	0	0	3.191582473391323	8.321087242427037	PSMD9;PSMD13;PSMB3
Transmembrane transport of small molecules Homo sapiens R-HSA-382551	11/594	0.07512353489998175	0.2053260528194601	0	0	1.6841597191750768	4.359651870673478	SLC7A5;POM121;ABCB6;FXYD3;SLC4A10;ATP2B4;CTNS;NUP88;ABCA7;SLC17A7;SLC26A6
HIV Life Cycle Homo sapiens R-HSA-162587	4/141	0.0761102949810894	0.2053260528194601	0	0	2.5826264220424804	6.651739630146259	POM121;NUP88;GTF2F2;GTF2E1
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	6/261	0.07644469684981567	0.2053260528194601	0	0	2.0875935828877004	5.367594977523767	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Nef Mediated CD8 Down-regulation Homo sapiens R-HSA-182218	1/7	0.07647924536211083	0.2053260528194601	0	0	14.642962962962963	37.64319024054623	AP2S1
Multifunctional anion exchangers Homo sapiens R-HSA-427601	1/7	0.07647924536211083	0.2053260528194601	0	0	14.642962962962963	37.64319024054623	SLC26A6
Synthesis of Ketone Bodies Homo sapiens R-HSA-77111	1/7	0.07647924536211083	0.2053260528194601	0	0	14.642962962962963	37.64319024054623	HMGCS2
Post-transcriptional silencing by small RNAs Homo sapiens R-HSA-426496	1/7	0.07647924536211083	0.2053260528194601	0	0	14.642962962962963	37.64319024054623	AGO4
Respiratory electron transport Homo sapiens R-HSA-611105	3/88	0.07781543359791047	0.2069531716755352	0	0	3.1161698760221577	7.9568764376905365	TIMMDC1;TACO1;NDUFS5
Intraflagellar transport Homo sapiens R-HSA-5620924	2/41	0.07822450158745001	0.2069531716755352	0	0	4.51808608058608	11.51286207504437	IFT52;KIF3A
Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	2/41	0.07822450158745001	0.2069531716755352	0	0	4.51808608058608	11.51286207504437	POM121;NUP88
Glucose transport Homo sapiens R-HSA-70153	2/42	0.08154468447080213	0.21383334611630767	0	0	4.404910714285714	11.04136740310582	POM121;NUP88
Mitochondrial translation Homo sapiens R-HSA-5368287	3/90	0.08198668718471737	0.21383334611630767	0	0	3.044224524509046	7.614209498691898	TSFM;MRPL19;MRPL14
NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165	6/266	0.08200214557487762	0.21383334611630767	0	0	2.046923076923077	5.119374811377575	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
Oxidative Stress Induced Senescence Homo sapiens R-HSA-2559580	3/91	0.08410791466552313	0.2158299965937675	0	0	3.0094781899714635	7.45042854343774	PHC2;AGO4;RNF2
Amine ligand-binding receptors Homo sapiens R-HSA-375280	2/43	0.08490767440724865	0.2158299965937675	0	0	4.297256097560975	10.597853436980037	HTR7;HTR1B
Influenza Infection Homo sapiens R-HSA-168254	4/147	0.08562979392834638	0.2158299965937675	0	0	2.4735084735084736	6.0791961838279995	POM121;RPL24;NUP88;GTF2F2
Organic anion transporters Homo sapiens R-HSA-428643	1/8	0.0869186645442068	0.2158299965937675	0	0	12.550476190476191	30.658083452983	SLC17A7
Synthesis of diphthamide-EEF2 Homo sapiens R-HSA-5358493	1/8	0.0869186645442068	0.2158299965937675	0	0	12.550476190476191	30.658083452983	DPH2
AMPK inhibits chREBP transcriptional activation activity Homo sapiens R-HSA-163680	1/8	0.0869186645442068	0.2158299965937675	0	0	12.550476190476191	30.658083452983	PRKAG2
Ketone body metabolism Homo sapiens R-HSA-74182	1/8	0.0869186645442068	0.2158299965937675	0	0	12.550476190476191	30.658083452983	HMGCS2
SUMOylation of DNA replication proteins Homo sapiens R-HSA-4615885	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	POM121;NUP88
RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
HIV Transcription Initiation Homo sapiens R-HSA-167161	2/44	0.08831209034937643	0.2158299965937675	0	0	4.194727891156463	10.180093913902923	GTF2E1;GTF2F2
ABC-family proteins mediated transport Homo sapiens R-HSA-382556	2/45	0.09175657671532796	0.22277163823817026	0	0	4.096968438538206	9.786084830003503	ABCB6;ABCA7
Regulation of TP53 Activity Homo sapiens R-HSA-5633007	4/151	0.09228337809762208	0.22277163823817026	0	0	2.405711834283263	5.732549654210572	L3MBTL1;NUAK1;EHMT2;PRKAG2
Adaptive Immune System Homo sapiens R-HSA-1280218	13/762	0.09237869769142473	0.22277163823817026	0	0	1.5502673361038506	3.6925180075081383	PSMD13;KLHL11;FOXO1;PSMD9;ERBB3;AGO4;PSMB3;KIF3A;UBE2S;AKT1S1;AP2S1;AP1S1;CD34
TNFR2 non-canonical NF-kB pathway Homo sapiens R-HSA-5668541	3/95	0.09282382380702275	0.22285896024153037	0	0	2.878046402807565	6.84126581421162	PSMD9;PSMD13;PSMB3
Cellular response to heat stress Homo sapiens R-HSA-3371556	3/96	0.09505916574713663	0.22569143682162662	0	0	2.8469550122956746	6.699613349191003	POM121;AKT1S1;NUP88
Bicarbonate transporters Homo sapiens R-HSA-425381	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	SLC4A10
Type I hemidesmosome assembly Homo sapiens R-HSA-446107	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	PLEC
Processing and activation of SUMO Homo sapiens R-HSA-3215018	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	SENP1
Nef Mediated CD4 Down-regulation Homo sapiens R-HSA-167590	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	AP2S1
AKT phosphorylates targets in the nucleus Homo sapiens R-HSA-198693	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	FOXO1
Small interfering RNA (siRNA) biogenesis Homo sapiens R-HSA-426486	1/9	0.0972405945112305	0.22569143682162662	0	0	10.981111111111112	25.59221535127267	AGO4
Synthesis of DNA Homo sapiens R-HSA-69239	3/97	0.09731649110657295	0.22569143682162662	0	0	2.8165251407308465	6.5619031424289656	PSMD9;PSMD13;PSMB3
Fatty acid, triacylglycerol, and ketone body metabolism Homo sapiens R-HSA-535734	5/217	0.10026858523430981	0.23155245318940187	0	0	2.0876376675488775	4.80136380279751	PRKAG2;HMGCS2;MED16;MED29;MED7
CLEC7A (Dectin-1) signaling Homo sapiens R-HSA-5607764	3/99	0.10189595011277545	0.23331763941949354	0	0	2.757567264573991	6.297740621198277	PSMD9;PSMD13;PSMB3
Downstream TCR signaling Homo sapiens R-HSA-202424	3/99	0.10189595011277545	0.23331763941949354	0	0	2.757567264573991	6.297740621198277	PSMD9;PSMD13;PSMB3
Hexose transport Homo sapiens R-HSA-189200	2/48	0.10231727673625496	0.23331763941949354	0	0	3.829192546583851	8.72932117082687	POM121;NUP88
Amino acid and oligopeptide SLC transporters Homo sapiens R-HSA-425374	2/49	0.1059089852377372	0.23612202240781632	0	0	3.747530395136778	8.413862242709737	SLC7A5;SLC17A7
Complex I biogenesis Homo sapiens R-HSA-6799198	2/49	0.1059089852377372	0.23612202240781632	0	0	3.747530395136778	8.413862242709737	TIMMDC1;NDUFS5
Gene Silencing by RNA Homo sapiens R-HSA-211000	3/101	0.10655989859833356	0.23612202240781632	0	0	2.7010158323419056	6.047704161610998	POM121;AGO4;NUP88
Folding of actin by CCT/TriC Homo sapiens R-HSA-390450	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	CCT8
Nef mediated downregulation of MHC class I complex cell surface expression Homo sapiens R-HSA-164940	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	AP1S1
Activation of PPARGC1A (PGC-1alpha) by phosphorylation Homo sapiens R-HSA-2151209	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	PRKAG2
Diseases of carbohydrate metabolism Homo sapiens R-HSA-5663084	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	GYS1
Myoclonic epilepsy of Lafora Homo sapiens R-HSA-3785653	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	GYS1
Glycogen storage diseases Homo sapiens R-HSA-3229121	1/10	0.10744635148098797	0.23612202240781632	0	0	9.760493827160493	21.773354464537373	GYS1
Metabolism of non-coding RNA Homo sapiens R-HSA-194441	2/50	0.10953435508301632	0.23774273534380913	0	0	3.6692708333333335	8.114654949846335	POM121;NUP88
snRNP Assembly Homo sapiens R-HSA-191859	2/50	0.10953435508301632	0.23774273534380913	0	0	3.6692708333333335	8.114654949846335	POM121;NUP88
Cellular Senescence Homo sapiens R-HSA-2559583	4/161	0.10994863028771026	0.23774273534380913	0	0	2.2513341366844553	4.970364973833908	PHC2;AGO4;EHMT2;RNF2
Developmental Biology Homo sapiens R-HSA-1266738	13/786	0.11017178339989596	0.23774273534380913	0	0	1.5002399042812284	3.3091008564214306	DUSP5;PLXND1;PSMD13;MED16;MED29;FOXO1;MED7;SPRED3;PSMD9;ERBB3;PSMB3;HOXB4;AP2S1
FCERI mediated MAPK activation Homo sapiens R-HSA-2871796	6/289	0.11036497622382332	0.23774273534380913	0	0	1.8783488596209443	4.13981033548555	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
MHC class II antigen presentation Homo sapiens R-HSA-2132295	3/103	0.11130600793665818	0.23788931108030864	0	0	2.646726457399103	5.810813941346255	KIF3A;AP2S1;AP1S1
tRNA processing Homo sapiens R-HSA-72306	3/103	0.11130600793665818	0.23788931108030864	0	0	2.646726457399103	5.810813941346255	POM121;NUP88;FAM98B
Role of LAT2/NTAL/LAB on calcium mobilization Homo sapiens R-HSA-2730905	4/162	0.11179333056724715	0.2379975201529285	0	0	2.2369711483635535	4.901435033122852	ERBB3;AGO4;AKT1S1;FOXO1
Ion homeostasis Homo sapiens R-HSA-5578775	2/51	0.11319217555641865	0.2381843076380238	0	0	3.5942055393586005	7.830581442717057	FXYD3;ATP2B4
Apoptotic execution  phase Homo sapiens R-HSA-75153	2/51	0.11319217555641865	0.2381843076380238	0	0	3.5942055393586005	7.830581442717057	HMGB2;PLEC
Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	2/51	0.11319217555641865	0.2381843076380238	0	0	3.5942055393586005	7.830581442717057	POM121;NUP88
DNA Replication Homo sapiens R-HSA-69306	3/105	0.11613192740839427	0.24343038629836494	0	0	2.594566077552097	5.586174525558312	PSMD9;PSMD13;PSMB3
Import of palmitoyl-CoA into the mitochondrial matrix Homo sapiens R-HSA-200425	1/11	0.11753723704642699	0.24543216164866938	0	0	8.784	18.806544742864613	PRKAG2
Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	2/54	0.12434857420934187	0.25866401887057755	0	0	3.3863324175824174	7.059374001915093	VAMP8;AP1S1
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins. Homo sapiens R-HSA-163200	3/109	0.12601370659926311	0.2611310650060776	0	0	2.49615026652001	5.170437286900811	TIMMDC1;TACO1;NDUFS5
Reduction of cytosolic Ca++ levels Homo sapiens R-HSA-418359	1/12	0.12751453833283077	0.26126099019320587	0	0	7.985050505050505	16.445410300942005	ATP2B4
P2Y receptors Homo sapiens R-HSA-417957	1/12	0.12751453833283077	0.26126099019320587	0	0	7.985050505050505	16.445410300942005	P2RY4
Caspase-mediated cleavage of cytoskeletal proteins Homo sapiens R-HSA-264870	1/12	0.12751453833283077	0.26126099019320587	0	0	7.985050505050505	16.445410300942005	PLEC
Ion transport by P-type ATPases Homo sapiens R-HSA-936837	2/55	0.12812454166830958	0.2613769460766268	0	0	3.3222708894878705	6.826444436845232	FXYD3;ATP2B4
O-linked glycosylation Homo sapiens R-HSA-5173105	3/110	0.12853031476795593	0.2613769460766268	0	0	2.4726960311805875	5.072959661931061	GALNT13;GALNT4;ST6GALNAC4
FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837	3/111	0.1310647889713165	0.2655401858340799	0	0	2.449676133532636	4.97789747183744	PSMD9;PSMD13;PSMB3
G1/S Transition Homo sapiens R-HSA-69206	3/112	0.13361682882719775	0.2697080433734177	0	0	2.427078619327766	4.88517302568704	PSMD9;PSMD13;PSMB3
Retrograde neurotrophin signalling Homo sapiens R-HSA-177504	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	AP2S1
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest Homo sapiens R-HSA-6804116	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	ARID3A
AKT phosphorylates targets in the cytosol Homo sapiens R-HSA-198323	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	AKT1S1
Activation of DNA fragmentation factor Homo sapiens R-HSA-211227	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	HMGB2
Apoptosis induced DNA fragmentation Homo sapiens R-HSA-140342	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	HMGB2
ERBB2 Activates PTK6 Signaling Homo sapiens R-HSA-8847993	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	ERBB3
Downregulation of ERBB2:ERBB3 signaling Homo sapiens R-HSA-1358803	1/13	0.1373795281195877	0.2702954614627267	0	0	7.319259259259259	14.528787488795198	ERBB3
Translocation of GLUT4 to the plasma membrane Homo sapiens R-HSA-1445148	2/60	0.14738410004425773	0.28893645512273547	0	0	3.0350985221674875	5.811343126260628	KIF3A;PRKAG2
TCR signaling Homo sapiens R-HSA-202403	3/118	0.14928110426090982	0.29160645814407116	0	0	2.2997465392864105	4.3739434696769495	PSMD9;PSMD13;PSMB3
Cell Cycle, Mitotic Homo sapiens R-HSA-69278	8/462	0.15386933733614805	0.2994956744578596	0	0	1.5616538010750516	2.9228716723441197	PSMD9;POM121;PSMB3;PSMD13;CETN2;CEP131;NUP88;CDK11B
VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097	6/320	0.15542983870474383	0.3008584103440228	0	0	1.6902142443543717	3.1464366607096284	SPRED3;PSMD9;DUSP5;ERBB3;PSMB3;PSMD13
WNT5A-dependent internalization of FZD4 Homo sapiens R-HSA-5099900	1/15	0.15677759364716048	0.3008584103440228	0	0	6.273015873015873	11.623440977700742	AP2S1
Glycogen synthesis Homo sapiens R-HSA-3322077	1/15	0.15677759364716048	0.3008584103440228	0	0	6.273015873015873	11.623440977700742	GYS1
ERBB2 Regulates Cell Motility Homo sapiens R-HSA-6785631	1/15	0.15677759364716048	0.3008584103440228	0	0	6.273015873015873	11.623440977700742	ERBB3
