Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ABCA transporters in lipid homeostasis	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	ABCA2
Post-chaperonin tubulin folding pathway	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	TUBB4B
Acyl chain remodelling of phosphatidylserine	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	LPCAT3
Apoptotic cleavage of cellular proteins	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	CASP6
TAK1-mediated activation of p38 MAPK	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	IRAK1
Endocytotic role of NDK, phosphins and dynamin	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	NME2
Estrogen metabolism	1/17	0.21251847664906087	0.631651239190393	0	0	4.430080935251799	6.860983056947853	GSTM1
O-linked glycosylation of mucins	2/63	0.21939063276530033	0.631651239190393	0	0	2.327040303012369	3.529890755935749	GALNT18;B4GALT5
Wnt signaling pathway	5/231	0.22158000458660276	0.631651239190393	0	0	1.57410696983399	2.3721344362368013	PORCN;DVL2;CHP1;PRKX;WNT9A
Serotonin receptor 4/6/7 and NR3C signaling	1/18	0.22351317364894482	0.631651239190393	0	0	4.169276343630978	6.2467638903387455	ELK4
Botulinum neurotoxicity	1/18	0.22351317364894482	0.631651239190393	0	0	4.169276343630978	6.2467638903387455	STX2
Downregulation of MTA-3 in ER-negative breast tumors	1/18	0.22351317364894482	0.631651239190393	0	0	4.169276343630978	6.2467638903387455	HSPB1
Nucleotide di- and triphosphate biosynthesis and interconversion	1/18	0.22351317364894482	0.631651239190393	0	0	4.169276343630978	6.2467638903387455	NME2
MAPK cascade role in angiogenesis	2/64	0.2245286971889899	0.631651239190393	0	0	2.28939093979271	3.4197817292664148	DAG1;MTOR
HIV life cycle	3/118	0.22767608648481955	0.631651239190393	0	0	1.8531190926275993	2.7423036978903665	UBA52;POLR2J;POLR2L
Signaling by NOTCH	3/119	0.23135686665743957	0.631651239190393	0	0	1.8370502248875562	2.6890628824148215	KAT2A;MIB2;UBA52
Apoptosis modulation by HSP70	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	CASP6
STAT3 pathway	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	MTOR
Signaling by NODAL	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	GDF1
Signaling by constitutively active EGFR	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	UBA52
Cell cycle progression regulation by PLK3	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	CASP6
FRS2-mediated activation	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	NTRK1
GABA biosynthesis, release, reuptake and degradation	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	DNAJC5
Lissencephaly gene (LIS1) in neuronal migration and development	1/19	0.2343549068231997	0.631651239190393	0	0	3.9374500399680255	5.712919565789228	DCTN6
Destabilization of mRNA by AUF1 (hnRNP D0)	2/66	0.23483067789639514	0.631651239190393	0	0	2.2176218411552346	3.2130913160988364	HSPB1;UBA52
4-1BB-dependent immune response	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	MAP4K5
Peroxisomal lipid metabolism	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	FAR2
RNA polymerase III abortive and retractive initiation	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	POLR2L
Apoptotic signaling in response to DNA damage	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	CASP6
Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	MTOR
Golgi-associated vesicle biogenesis	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	BLOC1S1
N-glycan antennae elongation in the medial/trans-Golgi	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	B4GALT5
Nerve growth factor (NGF) pathway	1/20	0.24504579671381618	0.631651239190393	0	0	3.7300265051117	5.245574173234264	NGFR
Transcription	4/181	0.24656343446982434	0.631651239190393	0	0	1.6060811504879302	2.248732002317433	POLR1C;SNRPG;POLR2J;POLR2L
PPAR signaling pathway	2/69	0.2503300674358088	0.631651239190393	0	0	2.1180020475241124	2.9333798056380345	FABP7;UCP1
Antiviral mechanism by interferon-stimulated genes	2/70	0.255504275598376	0.631651239190393	0	0	2.086748778933956	2.8474023790439413	EIF4A3;UBA52
CDC42 signaling events	2/70	0.255504275598376	0.631651239190393	0	0	2.086748778933956	2.8474023790439413	ARPC1B;MTOR
Hedgehog signaling pathway	2/70	0.255504275598376	0.631651239190393	0	0	2.086748778933956	2.8474023790439413	PRKX;WNT9A
Long-term potentiation	2/70	0.255504275598376	0.631651239190393	0	0	2.086748778933956	2.8474023790439413	CHP1;PRKX
Presynaptic function of kainate receptors	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	GNG12
Biosynthesis of unsaturated fatty acids	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	PECR
CD28-dependent PI3K/Akt signaling	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	MTOR
E-cadherin keratinocyte pathway	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	ZYX
p38 MK2 pathway	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	HSPB1
Mitochondrial role in apoptotic signaling	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	CASP6
Mitochondrial tRNA aminoacylation	1/21	0.2555879345743658	0.631651239190393	0	0	3.5433453237410073	4.833791870244161	RARS2
Neurotrophin signaling pathway	3/126	0.25740130192435495	0.6333426771033471	0	0	1.7318840579710144	2.3503726324533503	NTRK1;NGFR;IRAK1
Phase II of biological oxidations: conjugation	2/71	0.2606805156048584	0.6386103460887579	0	0	2.056401402186993	2.7647488114358585	GSTM1;GCLM
T cell receptor downstream signaling	1/22	0.26598338276458605	0.643175335047124	0	0	3.3744433025008567	4.468847623560201	UBE2V1
Epstein-Barr virus LMP1 signaling	1/22	0.26598338276458605	0.643175335047124	0	0	3.3744433025008567	4.468847623560201	IRAK1
Fanconi anemia pathway	1/22	0.26598338276458605	0.643175335047124	0	0	3.3744433025008567	4.468847623560201	UBA52
Post-elongation processing of intronless pre-mRNA	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	SNRPG
Proximal tubule bicarbonate reclamation	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	SLC25A10
Downregulation of SMAD2/3-SMAD4 transcriptional activity	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	UBA52
Visual signal transduction: rods	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	RHO
Mitochondrial pathway of apoptosis: antiapoptotic Bcl-2 family	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	HAX1
Modulation of interferon signaling by chaperones	1/23	0.2762341751180707	0.6476871945230984	0	0	3.220896010464356	4.1437030491477325	TAX1BP3
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	2/75	0.2813850317536418	0.6476871945230984	0	0	1.9433262449928292	2.4641985587460202	DAG1;EMD
Membrane trafficking	3/133	0.2838171171151416	0.6476871945230984	0	0	1.6380434782608695	2.0629932386051433	SEC13;BLOC1S1;UBA52
SREBP signaling	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	SEC13
TAK1 activates NF-kappaB by phosphorylation and activation of IKK complex	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	IRAK1
Triacylglyceride biosynthesis	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	PNPLA2
Tumor suppressor Arf inhibits ribosomal biogenesis	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	POLR1C
Endogenous Toll-like receptor signaling	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	IRAK1
Lysosome vesicle biogenesis	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	BLOC1S1
NF-kappaB signaling pathway	1/24	0.28634231746557093	0.6476871945230984	0	0	3.0807006568658117	3.8526234091511773	IRAK1
VEGF signaling pathway	2/76	0.2865561064556042	0.6476871945230984	0	0	1.9169675090252707	2.3958661109787234	HSPB1;CHP1
APC/C- and Cdc20-mediated degradation of Nek2A	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	UBA52
Alpha-9 beta-1 integrin pathway	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	TGM2
RNA polymerase I transcription initiation	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	POLR1C
Basigin interactions	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	SLC3A2
C-Myc pathway	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	KAT2A
Cellular response to hypoxia	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	UBA52
Fatty acid biosynthesis	1/25	0.296309787832745	0.6476871945230984	0	0	2.9521882494004794	3.59089356140743	PECR
p73 transcription factor network	2/79	0.3020423569068473	0.6476871945230984	0	0	1.8419991560785784	2.2052193165827743	NTRK1;HAGH
Glycerophospholipid metabolism	2/79	0.3020423569068473	0.6476871945230984	0	0	1.8419991560785784	2.2052193165827743	MBOAT7;LPCAT3
Capped intron-containing pre-mRNA processing	3/138	0.30282690915338983	0.6476871945230984	0	0	1.5769726247987117	1.8838418679930848	SNRPG;POLR2J;POLR2L
Acyl chain remodelling of phosphatidylcholine	1/26	0.30613853694759363	0.6476871945230984	0	0	2.833956834532374	3.354604424996389	LPCAT3
Selenoamino acid metabolism	1/26	0.30613853694759363	0.6476871945230984	0	0	2.833956834532374	3.354604424996389	LCMT1
Glycosaminoglycan biosynthesis: heparan sulfate	1/26	0.30613853694759363	0.6476871945230984	0	0	2.833956834532374	3.354604424996389	HS3ST5
PGC-1a regulation	1/26	0.30613853694759363	0.6476871945230984	0	0	2.833956834532374	3.354604424996389	CAMK1
ADP signalling through P2Y purinoceptor 12	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	GNG12
CTCF pathway	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	MTOR
Collecting duct acid secretion	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	ATP6V1G2
EGFR downregulation	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	UBA52
ERK5 role in neuronal survival pathway	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	NTRK1
eIF4E and p70 S6 kinase regulation	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	MTOR
FSH signaling pathway	1/27	0.315830488654146	0.6476871945230984	0	0	2.7248201438848922	3.1404904694524363	MTOR
Platelet homeostasis	2/82	0.3174701530220889	0.6476871945230984	0	0	1.7726534296028882	2.0338919736247245	KCNMB2;GNG12
Drug metabolism: cytochrome P450	2/83	0.3225959918305012	0.6476871945230984	0	0	1.7506796808842537	1.980639401462082	GSTM1;DHDH
TGF-beta receptor activation of SMADs	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	UBA52
Endosomal sorting complex required for transport (ESCRT) pathway	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	UBA52
G-protein activation	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	GNG12
G-protein beta-gamma signalling	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	GNG12
Nitric oxide stimulation of guanylate cyclase	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	KCNMB2
PKB-mediated events	1/28	0.3253875400567389	0.6476871945230984	0	0	2.623767652544631	2.9458046334546464	MTOR
Interleukin-5 regulation of apoptosis	3/144	0.32571072135805756	0.6476871945230984	0	0	1.509404872032069	1.6931683483063271	TRAP1;IRAK1;ZYX
NOD signaling pathway	2/85	0.3328179991559728	0.6476871945230984	0	0	1.7083206472097778	1.87942516771186	IRAK1;UBE2V1
Pentose and glucuronate interconversions	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	DHDH
Phototransduction	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	RHO
Post-translational modification: biosynthesis of GPI-anchored proteins	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	DPM3
Association of TriC/CCT with target proteins during biosynthesis	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	CCT3
Skeletal myogenesis control by HDAC and calcium/calmodulin-dependent kinase (CaMK)	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	CAMK1
T cell receptor calcium pathway	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	CHP1
Thyroid cancer	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	NTRK1
Transferrin endocytosis and recycling	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	ATP6V1G2
Histidine metabolism	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	LCMT1
Homologous recombination	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	RAD54L
Inhibition of insulin secretion by adrenaline/noradrenaline	1/29	0.3348115622311917	0.6476871945230984	0	0	2.5299331963001026	2.768221041975584	GNG12
Progesterone-mediated oocyte maturation	2/86	0.33791273625138674	0.6492090583459862	0	0	1.6878975416881554	1.831314134054701	ANAPC13;PRKX
mRNA stability regulation by proteins that bind AU-rich elements	2/86	0.33791273625138674	0.6492090583459862	0	0	1.6878975416881554	1.831314134054701	HSPB1;UBA52
Activation of kainate receptors upon glutamate binding	1/30	0.3441044002335887	0.6540702216186729	0	0	2.4425700818655423	2.605758625280671	GNG12
Heparan sulfate/heparin glycosaminoglycan (HS-GAG) biosynthesis	1/30	0.3441044002335887	0.6540702216186729	0	0	2.4425700818655423	2.605758625280671	HS3ST5
Immune system signaling by interferons, interleukins, prolactin, and growth hormones	5/280	0.35251842780257214	0.6540702216186729	0	0	1.2903782349037825	1.3454159385512143	IRAK1;EIF4A3;IFI35;UBE2V1;UBA52
Prostaglandin biosynthesis and regulation	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	ANXA5
Alpha-6 beta-4 integrin signaling pathway	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	MTOR
Amino acid transport across the plasma membrane	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	SLC3A2
Signal amplification	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	GNG12
CD28 co-stimulation	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	MTOR
Gluconeogenesis	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	SLC25A10
Inwardly rectifying potassium channels	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	GNG12
Keratan sulfate/keratin metabolism	1/31	0.35326787370848106	0.6540702216186729	0	0	2.361031175059952	2.4567206066843066	B4GALT5
EGFR1 pathway	3/152	0.3562072554325074	0.6572694986689623	0	0	1.4277793988911585	1.4738146323414258	ZYX;ID3;HSPB1
Gap junction pathway	2/90	0.3581675415044632	0.6572694986689623	0	0	1.6108467344929438	1.6539439869070423	PRKX;TUBB4B
Prothrombin activation intrinsic pathway	1/32	0.3623037771690341	0.6572694986689623	0	0	2.2847528428869808	2.3196461723018893	SERPING1
Serotonin HTR1 group and FOS pathway	1/32	0.3623037771690341	0.6572694986689623	0	0	2.2847528428869808	2.3196461723018893	ELK4
Signaling by Robo receptor	1/32	0.3623037771690341	0.6572694986689623	0	0	2.2847528428869808	2.3196461723018893	PAK3
Fibrin clot formation (clotting cascade)	1/32	0.3623037771690341	0.6572694986689623	0	0	2.2847528428869808	2.3196461723018893	SERPING1
Neural crest differentiation	2/91	0.36319704917536244	0.6572694986689623	0	0	1.5926662069525006	1.6130678737353856	RAB4B;DVL2
Integrin signaling pathway	3/155	0.3676054084947451	0.6587320335866865	0	0	1.3993850114416475	1.4004277990349865	ARPC1B;TSPAN17;ZYX
Propanoate metabolism	1/33	0.37121388020800067	0.6587320335866865	0	0	2.21324190647482	2.1932715723710996	SUCLG1
Glucagon signaling in metabolic regulation	1/33	0.37121388020800067	0.6587320335866865	0	0	2.21324190647482	2.1932715723710996	GNG12
Glucagon-type ligand receptors	1/33	0.37121388020800067	0.6587320335866865	0	0	2.21324190647482	2.1932715723710996	GNG12
Negative regulators of RIG-I/MDA5 signaling	1/33	0.37121388020800067	0.6587320335866865	0	0	2.21324190647482	2.1932715723710996	UBA52
Signaling by ERBB4	2/93	0.3732108876273228	0.6587320335866865	0	0	1.557503867973182	1.5350939365229894	UBA52;MTOR
ERBB signaling pathway	2/94	0.37819411020353044	0.6587320335866865	0	0	1.5404959974886203	1.4978977340268624	PAK3;MTOR
Fructose and mannose metabolism	1/34	0.3799999281110667	0.6587320335866865	0	0	2.146064966208851	2.076498586619172	PHPT1
Induction of apoptosis through DR3 and DR4/5 death receptors	1/34	0.3799999281110667	0.6587320335866865	0	0	2.146064966208851	2.076498586619172	CASP6
MAPK/TRK pathway	1/34	0.3799999281110667	0.6587320335866865	0	0	2.146064966208851	2.076498586619172	TRPV1
Toll receptor cascades	3/159	0.3827474468586905	0.6587320335866865	0	0	1.3632246376811594	1.309213561643074	IRAK1;UBE2V1;UBA52
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	2/95	0.3831608266421182	0.6587320335866865	0	0	1.5238538876596406	1.4618337430796304	POLR1C;POLR2L
Transport of inorganic cations/anions and amino acids/oligopeptides	2/95	0.3831608266421182	0.6587320335866865	0	0	1.5238538876596406	1.4618337430796304	SLC25A10;SLC3A2
Prion diseases	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	PRKX
Autophagy regulation	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	ATG4C
Basal transcription factors	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	TAF9B
Base excision repair	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	POLE3
Ether lipid metabolism	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	PAFAH2
fMLP induced chemokine gene expression in HMC-1 cells	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	CAMK1
Interleukin-2/PI3K pathway	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	MTOR
PIK3C1/AKT pathway	1/35	0.3886636419201306	0.6587320335866865	0	0	2.0828396106644096	1.9683687933786107	MTOR
Signaling to ERKs	1/36	0.397206718964544	0.6684246714179762	0	0	2.0232271325796507	1.8680424373346394	NTRK1
Neurotransmitter release cycle	1/36	0.397206718964544	0.6684246714179762	0	0	2.0232271325796507	1.8680424373346394	DNAJC5
Downstream signaling events Of B cell receptor (BCR)	2/98	0.3979569344984029	0.6684246714179762	0	0	1.4760078219013237	1.3600105580609967	UBA52;MTOR
Potassium channels	2/99	0.402852706785387	0.6746279656913495	0	0	1.4607168111950575	1.3280607559768542	KCNMB2;GNG12
Latent infection of Homo sapiens with Mycobacterium tuberculosis	1/37	0.40563083300789615	0.6772586229685409	0	0	1.9669264588329336	1.7747809758231583	ATP6V1G2
TNF-alpha signaling pathway	2/101	0.4125871782919635	0.6809941734285565	0	0	1.431061517704117	1.266929858393561	TRAP1;MAP4K5
Signal transduction through IL-1R	1/38	0.41393763482912255	0.6809941734285565	0	0	1.9136690647482015	1.687932579608778	IRAK1
Cyclin D-associated events in G1	1/38	0.41393763482912255	0.6809941734285565	0	0	1.9136690647482015	1.687932579608778	UBA52
Trefoil factor initiation of mucosal healing	1/38	0.41393763482912255	0.6809941734285565	0	0	1.9136690647482015	1.687932579608778	CASP6
EGFR interaction with phospholipase C-gamma	1/38	0.41393763482912255	0.6809941734285565	0	0	1.9136690647482015	1.687932579608778	NTRK1
Interferon signaling	3/168	0.4164912302040092	0.6826461203797731	0	0	1.288274044795784	1.1283861901677354	EIF4A3;IFI35;UBA52
Signaling by ERBB2	2/102	0.41742504041516143	0.6826461203797731	0	0	1.4166787003610108	1.2376817641037843	UBA52;MTOR
G13 signaling pathway	1/39	0.4221287522472435	0.6826461203797731	0	0	1.863214691404771	1.606920029387674	PAK3
GAB1 signalosome	1/39	0.4221287522472435	0.6826461203797731	0	0	1.863214691404771	1.606920029387674	MTOR
Iron uptake and transport	1/39	0.4221287522472435	0.6826461203797731	0	0	1.863214691404771	1.606920029387674	ATP6V1G2
MHC class II antigen presentation	2/103	0.4222427874719809	0.6826461203797731	0	0	1.4025806912821246	1.2092697334693245	DCTN6;SEC13
Negative regulation of FGFR signaling	1/40	0.4302057905705405	0.6935214037645782	0	0	1.815347721822542	1.5312305581697632	UBA52
Amoebiasis	2/105	0.43181642720235563	0.6941232540416089	0	0	1.375205916371666	1.1548356566059244	HSPB1;PRKX
ERBB1 downstream pathway	2/106	0.43657160111015936	0.6951622230469685	0	0	1.361913357400722	1.1287577163808	ARPC1B;MTOR
Transcriptional activity of SMAD2/SMAD3-SMAD4 heterotrimer	1/41	0.438170333034661	0.6951622230469685	0	0	1.7698741007194245	1.4604072886294681	UBA52
Tyrosine metabolism	1/41	0.438170333034661	0.6951622230469685	0	0	1.7698741007194245	1.4604072886294681	LCMT1
FOXM1 transcription factor network	1/41	0.438170333034661	0.6951622230469685	0	0	1.7698741007194245	1.4604072886294681	CENPF
Metapathway biotransformation	3/174	0.4386585150777662	0.6951622230469685	0	0	1.2426900584795322	1.0240189076009443	GSTM1;GSTCD;CHST10
Eukaryotic transcription initiation	1/42	0.4460239409022288	0.7008947642749309	0	0	1.7266187050359711	1.3940419843161458	POLR2J
Fatty acid metabolism	1/42	0.4460239409022288	0.7008947642749309	0	0	1.7266187050359711	1.3940419843161458	ACADVL
Netrin-1 signaling	1/42	0.4460239409022288	0.7008947642749309	0	0	1.7266187050359711	1.3940419843161458	SLIT1
Signaling by insulin receptor	2/109	0.4507065160407507	0.7012780559017304	0	0	1.3235264347650055	1.0547696901751875	ATP6V1G2;MTOR
Signaling by interleukins	2/109	0.4507065160407507	0.7012780559017304	0	0	1.3235264347650055	1.0547696901751875	IRAK1;UBE2V1
Porphyrin and chlorophyll metabolism	1/43	0.4537681538187668	0.7012780559017304	0	0	1.685423090099349	1.3317688851841203	BLVRB
Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model	1/43	0.4537681538187668	0.7012780559017304	0	0	1.685423090099349	1.3317688851841203	DAG1
Cleavage of growing transcript in the termination region	1/43	0.4537681538187668	0.7012780559017304	0	0	1.685423090099349	1.3317688851841203	SNRPG
Insulin secretion regulation by glucagon-like peptide-1	1/43	0.4537681538187668	0.7012780559017304	0	0	1.685423090099349	1.3317688851841203	GNG12
Glycosaminoglycan metabolism	2/110	0.4553735789774847	0.7018257632043102	0	0	1.3112047065115657	1.0314423258086403	HS3ST5;B4GALT5
Signaling by EGFR in cancer	2/111	0.46001786644022474	0.7033910841924512	0	0	1.2991090650150696	1.0087451331535007	UBA52;MTOR
ERBB2/ERBB3 signaling events	1/44	0.4614044901654582	0.7033910841924512	0	0	1.6461435502760582	1.2732594452593304	MTOR
Gastrin pathway	1/44	0.4614044901654582	0.7033910841924512	0	0	1.6461435502760582	1.2732594452593304	CALCA
PI3K events in ERBB2 signaling	1/44	0.4614044901654582	0.7033910841924512	0	0	1.6461435502760582	1.2732594452593304	MTOR
G alpha (z) signaling events	1/45	0.4689344473207568	0.7090895551130582	0	0	1.6086494440810988	1.2182178236895314	GNG12
HNF3B pathway	1/45	0.4689344473207568	0.7090895551130582	0	0	1.6086494440810988	1.2182178236895314	ACADVL
Integrin-linked kinase signaling	1/45	0.4689344473207568	0.7090895551130582	0	0	1.6086494440810988	1.2182178236895314	ZYX
Adaptive immune system	9/606	0.4718933268776761	0.7116455816623019	0	0	1.067783361250698	0.8019077829627	DCTN6;ANAPC13;SEC13;FBXO2;UBE2V1;UBA52;ASB3;TRIM11;MTOR
Polo-like kinase 1 (PLK1) pathway	1/46	0.4763595019907678	0.7145392529861517	0	0	1.5728217426059152	1.166377006847177	RAB1A
Transfer RNA aminoacylation	1/46	0.4763595019907678	0.7145392529861517	0	0	1.5728217426059152	1.166377006847177	RARS2
Vascular smooth muscle contraction	2/116	0.4828884921333072	0.7178441876376854	0	0	1.241813921084299	0.904002680498859	KCNMB2;PRKX
ABC transporters	1/47	0.4836811103868896	0.7178441876376854	0	0	1.5385517672818267	1.117495462385023	ABCA2
Regulation of NFAT transcription factors	1/47	0.4836811103868896	0.7178441876376854	0	0	1.5385517672818267	1.117495462385023	SLC3A2
LKB1 signaling events	1/47	0.4836811103868896	0.7178441876376854	0	0	1.5385517672818267	1.117495462385023	MTOR
Activation of chaperones by IRE1 alpha	1/48	0.4909007086262841	0.7223515578006641	0	0	1.5057400887800398	1.0713542416436928	ACADVL
Post-translational regulation of adherens junction stability and disassembly	1/48	0.4909007086262841	0.7223515578006641	0	0	1.5057400887800398	1.0713542416436928	SLIT1
Intestinal immune network for IgA production	1/48	0.4909007086262841	0.7223515578006641	0	0	1.5057400887800398	1.0713542416436928	IL15RA
p53 activity regulation	2/118	0.49186861868066606	0.7223515578006641	0	0	1.2202788497448027	0.8658410887504964	SHISA5;RPRM
BDNF signaling pathway	4/261	0.4952781464775452	0.7254596349188065	0	0	1.1016059426954368	0.7740277311359594	CENPF;ARPC1B;ZYX;HSPB1
Ceramide signaling pathway	1/49	0.4980197129847964	0.7275756744387261	0	0	1.4742955635491606	1.0277544635382259	NGFR
Aquaporin-mediated transport	1/50	0.505039520072624	0.7303894901701843	0	0	1.4441344883277052	0.986515122945121	GNG12
Type 2 diabetes mellitus	1/50	0.505039520072624	0.7303894901701843	0	0	1.4441344883277052	0.986515122945121	MTOR
Non-coding RNA metabolism	1/50	0.505039520072624	0.7303894901701843	0	0	1.4441344883277052	0.986515122945121	SNRPG
Notch signaling pathway	2/121	0.5051535154831222	0.7303894901701843	0	0	1.1893334951309043	0.8121874053217891	KAT2A;DVL2
Amyloids	1/51	0.5119615071779252	0.7368089248388447	0	0	1.4151798561151079	0.9474711755768047	CALCA
Amino acid metabolism	3/195	0.513404309361416	0.7368089248388447	0	0	1.1055819746376812	0.7370822341877664	APIP;SLC25A10;GCLM
Pyruvate metabolism	1/52	0.5187870326405413	0.7368089248388447	0	0	1.3873606996755536	0.9104718602107987	HAGH
