""	"Gene.name"	"logFC"	"logCPM"	"F"	"PValue"	"Gene.type"	"Gene.description"	"NCBI.gene..formerly.Entrezgene..ID"	"de"
"ENSMUSG00000002981.10"	"Clptm1"	1.3390184124639	5.25921453338335	7.73552133543327	0.00824884362947851	"protein_coding"	"cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]"	56457	"up"
"ENSMUSG00000024269.11"	"Tpgs2"	1.95224061842868	4.36351860899069	7.71910997134979	0.00831161103248679	"protein_coding"	"tubulin polyglutamylase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913898]"	66648	"up"
"ENSMUSG00000078619.10"	"Smarcd2"	-0.932920016470139	7.40337072973312	7.70707545215395	0.00835796293645997	"protein_coding"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:MGI Symbol;Acc:MGI:1933621]"	83796	"down"
"ENSMUSG00000063320.11"	"1190007I07Rik"	4.28697488037019	2.25063381592088	7.70188926515746	0.00837802305904349	"protein_coding"	"RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]"	544717	"up"
"ENSMUSG00000022548.14"	"Apod"	1.13041106049554	6.94307080876376	7.86062603266776	0.00839625099020657	"protein_coding"	"apolipoprotein D [Source:MGI Symbol;Acc:MGI:88056]"	11815	"up"
"ENSMUSG00000026254.17"	"Eif4e2"	-0.876831281809297	7.30940652031399	7.69566557614986	0.00840216418438143	"protein_coding"	"eukaryotic translation initiation factor 4E member 2 [Source:MGI Symbol;Acc:MGI:1914440]"	26987	"down"
"ENSMUSG00000001089.14"	"Luzp1"	-0.978498641977241	6.83905277829605	7.69110960735402	0.00841988350456747	"protein_coding"	"leucine zipper protein 1 [Source:MGI Symbol;Acc:MGI:107629]"	269593	"down"
"ENSMUSG00000019087.13"	"Atp6ap1"	-0.809079302538247	9.6023969997393	7.68040076214325	0.00846169039412678	"protein_coding"	"ATPase, H+ transporting, lysosomal accessory protein 1 [Source:MGI Symbol;Acc:MGI:109629]"	54411	"down"
"ENSMUSG00000021072.12"	"Tmx1"	1.27362647247911	5.65278500989404	7.67191198738597	0.00849498786438943	"protein_coding"	"thioredoxin-related transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1919986]"	72736	"up"
"ENSMUSG00000021520.4"	"Uqcrb"	1.60414450611496	5.34680471480675	7.75474401287157	0.00852289347224656	"protein_coding"	"ubiquinol-cytochrome c reductase binding protein [Source:MGI Symbol;Acc:MGI:1914780]"	67530	"up"
"ENSMUSG00000079550.9"	"Mpp4"	3.2696333863284	3.39000377273758	7.65620600212456	0.00855696492794589	"protein_coding"	"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4) [Source:MGI Symbol;Acc:MGI:2386681]"	227157	"up"
"ENSMUSG00000020392.8"	"Cdkn2aipnl"	1.67539751963911	5.14978436086236	7.69794013360902	0.00859587723706792	"protein_coding"	"CDKN2A interacting protein N-terminal like [Source:MGI Symbol;Acc:MGI:1261797]"	52626	"up"
"ENSMUSG00000031994.13"	"Adamts8"	3.34940960706663	3.27998297985048	7.64437388104635	0.00860397459004984	"protein_coding"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 [Source:MGI Symbol;Acc:MGI:1353468]"	30806	"up"
"ENSMUSG00000052298.12"	"Cdc42se2"	-1.03009512454882	6.43495408097886	7.6425383317365	0.00861129203030746	"protein_coding"	"CDC42 small effector 2 [Source:MGI Symbol;Acc:MGI:1919979]"	72729	"down"
"ENSMUSG00000039252.11"	"Lgi2"	-1.03259199656479	6.23942393229403	7.62932695125622	0.00866415603759192	"protein_coding"	"leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]"	246316	"down"
"ENSMUSG00000031297.14"	"Slc7a3"	-1.3765601088382	5.3653122367505	7.62411844447192	0.00868509261191088	"protein_coding"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]"	11989	"down"
"ENSMUSG00000030591.17"	"Psmd8"	-0.848178088994847	8.17054395677835	7.62295611753145	0.00868977218200708	"protein_coding"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:MGI Symbol;Acc:MGI:1888669]"	57296	"down"
"ENSMUSG00000031429.14"	"Psmd10"	-1.00141073933158	6.26281672941119	7.61309016361234	0.00872960158728538	"protein_coding"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 [Source:MGI Symbol;Acc:MGI:1858898]"	53380	"down"
"ENSMUSG00000026260.12"	"Ndufa10"	0.919472772087138	7.47565052247583	7.60049966059596	0.00878071385168199	"protein_coding"	"NADH:ubiquinone oxidoreductase subunit A10 [Source:MGI Symbol;Acc:MGI:1914523]"	67273	"up"
"ENSMUSG00000005667.8"	"Mthfd2"	-1.15578907740737	6.07567049791185	7.57569635341173	0.00888234356527693	"protein_coding"	"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]"	17768	"down"
"ENSMUSG00000029198.3"	"Grpel1"	1.49534231550854	5.18171371608669	7.5739935213782	0.00888936678155591	"protein_coding"	"GrpE-like 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1334417]"	17713	"up"
"ENSMUSG00000051790.15"	"Nlgn2"	-1.25224902818192	5.42735173950476	7.57140793790852	0.00890004220272297	"protein_coding"	"neuroligin 2 [Source:MGI Symbol;Acc:MGI:2681835]"	216856	"down"
"ENSMUSG00000073684.13"	"Faap20"	-1.15234726317714	6.46337908038048	7.61566613090063	0.00890528816976965	"protein_coding"	"Fanconi anemia core complex associated protein 20 [Source:MGI Symbol;Acc:MGI:1914763]"	67513	"down"
"ENSMUSG00000037348.15"	"Paqr7"	-0.931528820998403	6.82286696211021	7.56184140710478	0.00893966008758054	"protein_coding"	"progestin and adipoQ receptor family member VII [Source:MGI Symbol;Acc:MGI:1919154]"	71904	"down"
"ENSMUSG00000029551.13"	"Psmg3"	-0.946479224316136	7.71175132125593	7.55993885512069	0.00894756158690593	"protein_coding"	"proteasome (prosome, macropain) assembly chaperone 3 [Source:MGI Symbol;Acc:MGI:1913756]"	66506	"down"
"ENSMUSG00000030037.9"	"Mrpl53"	0.915881505383471	7.42080251022625	7.55949820643726	0.00894939271239802	"protein_coding"	"mitochondrial ribosomal protein L53 [Source:MGI Symbol;Acc:MGI:1915749]"	68499	"up"
"ENSMUSG00000056608.14"	"Chd9"	-1.03616132210253	6.46017000852741	7.55203949175612	0.00898044844489222	"protein_coding"	"chromodomain helicase DNA binding protein 9 [Source:MGI Symbol;Acc:MGI:1924001]"	109151	"down"
"ENSMUSG00000049299.14"	"Trappc1"	2.32512516507445	4.29033774388949	7.5829806595162	0.009032173543258	"protein_coding"	"trafficking protein particle complex 1 [Source:MGI Symbol;Acc:MGI:1098727]"	245828	"up"
"ENSMUSG00000020708.12"	"Psmc5"	-1.02622409003705	6.43348635033058	7.53869951018223	0.00903627967002332	"protein_coding"	"protease (prosome, macropain) 26S subunit, ATPase 5 [Source:MGI Symbol;Acc:MGI:105047]"	19184	"down"
"ENSMUSG00000037872.5"	"Ackr1"	1.2486659777163	5.70194302005277	7.52757651177862	0.00908311606359128	"protein_coding"	"atypical chemokine receptor 1 (Duffy blood group) [Source:MGI Symbol;Acc:MGI:1097689]"	13349	"up"
"ENSMUSG00000029415.4"	"Sdad1"	-1.12817394679526	5.75376951617804	7.50932947919021	0.00916051336329822	"protein_coding"	"SDA1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2140779]"	231452	"down"
"ENSMUSG00000074754.4"	"Smim26"	1.28605792639693	5.56987714887102	7.50683676876175	0.00917114117958493	"protein_coding"	"small integral membrane protein 26 [Source:MGI Symbol;Acc:MGI:2685407]"	228715	"up"
"ENSMUSG00000030844.11"	"Rgs10"	0.817476896784364	7.77769010458409	7.50454017181543	0.00918094452772733	"protein_coding"	"regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]"	67865	"up"
"ENSMUSG00000006315.9"	"Tmem147"	0.993048852321697	6.67322004833938	7.4871928473786	0.00925535710996171	"protein_coding"	"transmembrane protein 147 [Source:MGI Symbol;Acc:MGI:1915011]"	69804	"up"
"ENSMUSG00000032966.14"	"Fkbp1a"	0.838480495865975	8.65059883593603	7.48505477723115	0.00926457307513023	"protein_coding"	"FK506 binding protein 1a [Source:MGI Symbol;Acc:MGI:95541]"	14225	"up"
"ENSMUSG00000020163.12"	"Uqcr11"	0.91808295004511	8.01558223089184	7.47755931064748	0.00929695923708062	"protein_coding"	"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:MGI Symbol;Acc:MGI:1913844]"	66594	"up"
"ENSMUSG00000004846.10"	"Plod3"	-1.28428569340122	5.40510104952704	7.47483994670412	0.00930873889431873	"protein_coding"	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]"	26433	"down"
"ENSMUSG00000008682.13"	"Rpl10"	2.22267687460733	4.20578566360875	7.47467447439762	0.00930945619730434	"protein_coding"	"ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:105943]"	110954	"up"
"ENSMUSG00000005299.6"	"Letm1"	0.997654748830156	6.35885750905778	7.47431497259947	0.00931101479909313	"protein_coding"	"leucine zipper-EF-hand containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1932557]"	56384	"up"
"ENSMUSG00000023259.16"	"Slc26a6"	-2.01898602024076	4.20620002040023	7.46372172639116	0.00935706680592011	"protein_coding"	"solute carrier family 26, member 6 [Source:MGI Symbol;Acc:MGI:2159728]"	171429	"down"
"ENSMUSG00000057421.12"	"Las1l"	-1.73249534625932	5.25593974330132	7.69339360842421	0.00935814190145708	"protein_coding"	"LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380]"	76130	"down"
"ENSMUSG00000058239.13"	"Usf2"	0.907091447964872	7.18026621794585	7.46220052704247	0.00936369989593812	"protein_coding"	"upstream transcription factor 2 [Source:MGI Symbol;Acc:MGI:99961]"	22282	"up"
"ENSMUSG00000009555.16"	"Cdk9"	-1.21741311694743	7.83743356980221	8.0215123443113	0.00937590452485026	"protein_coding"	"cyclin-dependent kinase 9 (CDC2-related kinase) [Source:MGI Symbol;Acc:MGI:1328368]"	107951	"down"
"ENSMUSG00000030878.11"	"Cdr2"	-1.24649143968793	5.51992413823028	7.45679522859816	0.00938731006801248	"protein_coding"	"cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]"	12585	"down"
"ENSMUSG00000021040.15"	"Slirp"	0.901611008674251	6.8881875168977	7.45377077412271	0.00940054856934471	"protein_coding"	"SRA stem-loop interacting RNA binding protein [Source:MGI Symbol;Acc:MGI:1916394]"	380773	"up"
"ENSMUSG00000025858.12"	"Get4"	1.12317855853316	6.11346547435376	7.43586333895292	0.00947934251198616	"protein_coding"	"golgi to ER traffic protein 4 [Source:MGI Symbol;Acc:MGI:1914854]"	67604	"up"
"ENSMUSG00000001366.14"	"Fbxo9"	0.917700869852786	7.20544538311922	7.433232398179	0.00949097823587697	"protein_coding"	"f-box protein 9 [Source:MGI Symbol;Acc:MGI:1918788]"	71538	"up"
"ENSMUSG00000029610.13"	"Aimp2"	1.32924179949586	5.50575265888616	7.42303107346017	0.00953623980411709	"protein_coding"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:MGI Symbol;Acc:MGI:2385237]"	231872	"up"
"ENSMUSG00000073616.10"	"Cops9"	0.831576098489134	7.9929987129331	7.41226602040488	0.00958425308820166	"protein_coding"	"COP9 signalosome subunit 9 [Source:MGI Symbol;Acc:MGI:1914165]"	66915	"up"
"ENSMUSG00000023004.8"	"Tuba1b"	-0.776633511655592	12.6430105229749	7.40753706345469	0.00960542644972218	"protein_coding"	"tubulin, alpha 1B [Source:MGI Symbol;Acc:MGI:107804]"	22143	"down"
"ENSMUSG00000045689.3"	"Pcdhb4"	3.6105308806469	3.20898478520515	7.40277059840146	0.00962681840480338	"protein_coding"	"protocadherin beta 4 [Source:MGI Symbol;Acc:MGI:2136738]"	93875	"up"
"ENSMUSG00000025451.15"	"Paip1"	-0.867796301589124	7.0694071852727	7.3886000389017	0.0096907176674548	"protein_coding"	"polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]"	218693	"down"
"ENSMUSG00000047721.8"	"Bola2"	-0.914939082256395	7.26543513493316	7.38786532076368	0.00969404308188019	"protein_coding"	"bolA-like 2 (E. coli) [Source:MGI Symbol;Acc:MGI:1913412]"	66162	"down"
"ENSMUSG00000059534.8"	"Uqcr10"	0.799378952136654	8.45662756800994	7.38766330540694	0.00969495763943638	"protein_coding"	"ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]"	66152	"up"
"ENSMUSG00000029860.16"	"Zyx"	1.94870495247914	4.37662419986992	7.38442568812262	0.00970962748249714	"protein_coding"	"zyxin [Source:MGI Symbol;Acc:MGI:103072]"	22793	"up"
"ENSMUSG00000020412.16"	"Ascc2"	-1.71712948057429	4.70601217140261	7.35702826031091	0.00983472213033951	"protein_coding"	"activating signal cointegrator 1 complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922702]"	75452	"down"
"ENSMUSG00000043284.12"	"Tmem11"	1.33632011811757	5.35451508048049	7.3530626386925	0.0098529712951095	"protein_coding"	"transmembrane protein 11 [Source:MGI Symbol;Acc:MGI:2144726]"	216821	"up"
"ENSMUSG00000047996.16"	"Prrg1"	-3.07417711035964	3.53270510659099	7.3530460999371	0.00985304747969542	"protein_coding"	"proline rich Gla (G-carboxyglutamic acid) 1 [Source:MGI Symbol;Acc:MGI:1917364]"	546336	"down"
"ENSMUSG00000034593.16"	"Myo5a"	-0.830952448096399	7.62121844754856	7.33667287143623	0.00992877974141099	"protein_coding"	"myosin VA [Source:MGI Symbol;Acc:MGI:105976]"	17918	"down"
"ENSMUSG00000040836.15"	"Gpr161"	-1.1035910235224	5.94909200269208	7.33294208237896	0.0099461230288953	"protein_coding"	"G protein-coupled receptor 161 [Source:MGI Symbol;Acc:MGI:2685054]"	240888	"down"
"ENSMUSG00000022010.19"	"Tsc22d1"	1.030646104609	6.14220852887627	7.29953064295176	0.0101028958928503	"protein_coding"	"TSC22 domain family, member 1 [Source:MGI Symbol;Acc:MGI:109127]"	21807	"up"
"ENSMUSG00000047459.14"	"Dynlrb1"	1.08452579649421	7.86502410622962	7.6012270791293	0.0101176795503337	"protein_coding"	"dynein light chain roadblock-type 1 [Source:MGI Symbol;Acc:MGI:1914318]"	67068	"up"
"ENSMUSG00000030000.10"	"Add2"	-0.796821092627233	9.28508621997611	7.28518566732955	0.0101710150346762	"protein_coding"	"adducin 2 (beta) [Source:MGI Symbol;Acc:MGI:87919]"	11519	"down"
"ENSMUSG00000087141.1"	"Plcxd2"	-1.76801209410801	4.7193764691006	7.28452458024649	0.010174166128402	"protein_coding"	"phosphatidylinositol-specific phospholipase C, X domain containing 2 [Source:MGI Symbol;Acc:MGI:3647874]"	433022	"down"
"ENSMUSG00000028790.13"	"Khdrbs1"	-0.878725559534561	6.94218890327117	7.2609536582501	0.0102872034847168	"protein_coding"	"KH domain containing, RNA binding, signal transduction associated 1 [Source:MGI Symbol;Acc:MGI:893579]"	20218	"down"
"ENSMUSG00000003435.9"	"Supt5"	-1.1539648891836	5.84075364182854	7.25948270781154	0.0102943020452787	"protein_coding"	"suppressor of Ty 5, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:1202400]"	20924	"down"
"ENSMUSG00000029073.9"	"Cptp"	2.62158112350724	3.923674880575	7.25097448881581	0.0103514298502995	"protein_coding"	"ceramide-1-phosphate transfer protein [Source:MGI Symbol;Acc:MGI:1933107]"	79554	"up"
"ENSMUSG00000030298.10"	"Sec13"	3.55748021228238	3.19814157788499	7.24533550364299	0.0103628424797659	"protein_coding"	"SEC13 homolog, nuclear pore and COPII coat complex component [Source:MGI Symbol;Acc:MGI:99832]"	110379	"up"
"ENSMUSG00000026932.14"	"Nacc2"	-0.814804837846474	7.69027132514494	7.24021414448111	0.0103877747800553	"protein_coding"	"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]"	67991	"down"
"ENSMUSG00000018377.10"	"Vezf1"	1.83629352822534	4.4546048739862	7.23495525385572	0.0104134434762064	"protein_coding"	"vascular endothelial zinc finger 1 [Source:MGI Symbol;Acc:MGI:1313291]"	22344	"up"
"ENSMUSG00000042063.11"	"Zfp386"	2.8698329013762	3.48448343873901	7.22927029482386	0.0104412682288363	"protein_coding"	"zinc finger protein 386 (Kruppel-like) [Source:MGI Symbol;Acc:MGI:1930708]"	56220	"up"
"ENSMUSG00000014294.4"	"Ndufa2"	-0.759667110180085	10.2603429018569	7.22442484731811	0.0104650468799067	"protein_coding"	"NADH:ubiquinone oxidoreductase subunit A2 [Source:MGI Symbol;Acc:MGI:1343103]"	17991	"down"
"ENSMUSG00000025809.15"	"Itgb1"	-0.780703326105358	9.04322470416446	7.22302409611003	0.0104719317555392	"protein_coding"	"integrin beta 1 (fibronectin receptor beta) [Source:MGI Symbol;Acc:MGI:96610]"	16412	"down"
"ENSMUSG00000027175.10"	"Tcp11l1"	-1.12930083171473	5.77421102325117	7.21928407816771	0.0104903382083063	"protein_coding"	"t-complex 11 like 1 [Source:MGI Symbol;Acc:MGI:2444263]"	320554	"down"
"ENSMUSG00000068328.9"	"Aup1"	1.01134482948683	6.68420234648333	7.21868879605971	0.0104932710764712	"protein_coding"	"ancient ubiquitous protein 1 [Source:MGI Symbol;Acc:MGI:107789]"	11993	"up"
"ENSMUSG00000020823.16"	"Sec14l1"	2.02423330330074	4.26591300753416	7.2105194045749	0.0105336093089171	"protein_coding"	"SEC14-like lipid binding 1 [Source:MGI Symbol;Acc:MGI:1921386]"	74136	"up"
"ENSMUSG00000031137.17"	"Fgf13"	0.908803093920471	7.86771544084951	7.20630568635897	0.0105544803892477	"protein_coding"	"fibroblast growth factor 13 [Source:MGI Symbol;Acc:MGI:109178]"	14168	"up"
"ENSMUSG00000033068.16"	"Entpd6"	-1.61893693274549	4.7461489834211	7.20574861583402	0.0105572429427635	"protein_coding"	"ectonucleoside triphosphate diphosphohydrolase 6 [Source:MGI Symbol;Acc:MGI:1202295]"	12497	"down"
"ENSMUSG00000026426.10"	"Arl8a"	0.990326475956759	8.24639201053477	7.37197559236106	0.010592592861399	"protein_coding"	"ADP-ribosylation factor-like 8A [Source:MGI Symbol;Acc:MGI:1915974]"	68724	"up"
"ENSMUSG00000038646.13"	"Ramac"	1.0316545173184	6.18056834905159	7.18415797767688	0.0106649113633373	"protein_coding"	"RNA guanine-7 methyltransferase activating subunit [Source:MGI Symbol;Acc:MGI:1914398]"	67148	"up"
"ENSMUSG00000036099.16"	"Vezt"	-0.977654891269298	6.39608411531218	7.17824398278843	0.0106946080830371	"protein_coding"	"vezatin, adherens junctions transmembrane protein [Source:MGI Symbol;Acc:MGI:2143698]"	215008	"down"
"ENSMUSG00000006673.14"	"Qrich1"	1.30751816805247	5.46715421961801	7.17075362629998	0.0107323475750275	"protein_coding"	"glutamine-rich 1 [Source:MGI Symbol;Acc:MGI:1916482]"	69232	"up"
"ENSMUSG00000067148.15"	"Polr1c"	2.57455645770059	3.73839565360928	7.162344379045	0.0107748868462326	"protein_coding"	"polymerase (RNA) I polypeptide C [Source:MGI Symbol;Acc:MGI:103288]"	20016	"up"
"ENSMUSG00000029060.17"	"Mib2"	3.6244866261464	2.8846282168854	7.14117931665495	0.0108827544227368	"protein_coding"	"mindbomb E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2679684]"	76580	"up"
"ENSMUSG00000026554.15"	"Dcaf8"	-0.84089048892659	7.60087655910873	7.13615629287316	0.0109085236870091	"protein_coding"	"DDB1 and CUL4 associated factor 8 [Source:MGI Symbol;Acc:MGI:91860]"	98193	"down"
"ENSMUSG00000027298.17"	"Tyro3"	2.80237110062134	3.52455960877215	7.13020047868211	0.0109391631073269	"protein_coding"	"TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294]"	22174	"up"
"ENSMUSG00000015354.8"	"Pcolce2"	2.09474161755873	5.03648032545657	7.59296422450444	0.0109871967108487	"protein_coding"	"procollagen C-endopeptidase enhancer 2 [Source:MGI Symbol;Acc:MGI:1923727]"	76477	"up"
"ENSMUSG00000063873.10"	"Slc24a3"	1.08732956158631	5.94365648042491	7.11337088068108	0.0110262416147789	"protein_coding"	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 [Source:MGI Symbol;Acc:MGI:2137513]"	94249	"up"
"ENSMUSG00000028018.15"	"Gstcd"	4.21549503553795	2.05345231174711	7.1054556072253	0.0110674527509601	"protein_coding"	"glutathione S-transferase, C-terminal domain containing [Source:MGI Symbol;Acc:MGI:1914803]"	67553	"up"
"ENSMUSG00000048661.14"	"Lemd3"	-1.11655043642419	5.70911250006156	7.0906500634936	0.0111449819995713	"protein_coding"	"LEM domain containing 3 [Source:MGI Symbol;Acc:MGI:3580376]"	380664	"down"
"ENSMUSG00000033904.16"	"Ccp110"	-0.917151118649355	6.90448530394657	7.06293601485795	0.011291675172713	"protein_coding"	"centriolar coiled coil protein 110 [Source:MGI Symbol;Acc:MGI:2141942]"	101565	"down"
"ENSMUSG00000027282.17"	"Mtch2"	-0.81455405850155	7.65973522905737	7.04158111030548	0.011406119801871	"protein_coding"	"mitochondrial carrier 2 [Source:MGI Symbol;Acc:MGI:1929260]"	56428	"down"
"ENSMUSG00000028438.16"	"Kif24"	-0.932670809413324	6.54473812770958	7.04142661772633	0.0114069522691541	"protein_coding"	"kinesin family member 24 [Source:MGI Symbol;Acc:MGI:1918345]"	109242	"down"
"ENSMUSG00000027195.10"	"Hsd17b12"	0.793725852269662	8.63391033410535	7.04091159565737	0.0114097278826561	"protein_coding"	"hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967]"	56348	"up"
"ENSMUSG00000023961.16"	"Enpp4"	1.21895369830741	5.70788132286702	7.03592948354451	0.0114366154252287	"protein_coding"	"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:2682634]"	224794	"up"
"ENSMUSG00000020420.8"	"Zfp607a"	3.99031872787973	2.22274570371161	7.03540682525944	0.0114394400487725	"protein_coding"	"zinc finger protein 607A [Source:MGI Symbol;Acc:MGI:3584526]"	545938	"up"
"ENSMUSG00000009394.13"	"Syn2"	0.996216924335082	6.68008275364728	7.03357708476321	0.0114493344818205	"protein_coding"	"synapsin II [Source:MGI Symbol;Acc:MGI:103020]"	20965	"up"
"ENSMUSG00000027071.14"	"P2rx3"	-1.27535227319933	5.37216575208242	7.02593587162665	0.0114907540455317	"protein_coding"	"purinergic receptor P2X, ligand-gated ion channel, 3 [Source:MGI Symbol;Acc:MGI:1097160]"	228139	"down"
"ENSMUSG00000027784.10"	"Ppm1l"	0.880791675004355	6.88065953226949	7.00566872219075	0.0116013929363264	"protein_coding"	"protein phosphatase 1 (formerly 2C)-like [Source:MGI Symbol;Acc:MGI:2139740]"	242083	"up"
"ENSMUSG00000024104.11"	"Washc2"	-0.970586131663871	6.34171562395815	7.00533267700984	0.01160323701039	"protein_coding"	"WASH complex subunit 2` [Source:MGI Symbol;Acc:MGI:106463]"	28006	"down"
"ENSMUSG00000002190.13"	"Clgn"	-0.778103722460016	9.63223628115615	7.00338667521258	0.0116139220260223	"protein_coding"	"calmegin [Source:MGI Symbol;Acc:MGI:107472]"	12745	"down"
"ENSMUSG00000044359.1"	"P2ry4"	-2.90162626712449	3.5114791957908	7.00207936758122	0.0116211060515954	"protein_coding"	"pyrimidinergic receptor P2Y, G-protein coupled, 4 [Source:MGI Symbol;Acc:MGI:1926594]"	57385	"down"
"ENSMUSG00000030007.8"	"Cct7"	-0.782919350302725	10.5342299448497	6.99181356134646	0.0116776853982881	"protein_coding"	"chaperonin containing Tcp1, subunit 7 (eta) [Source:MGI Symbol;Acc:MGI:107184]"	12468	"down"
"ENSMUSG00000022828.10"	"Gtf2e1"	-1.81436579758867	4.79870975290664	7.03463374730746	0.0116827642266066	"protein_coding"	"general transcription factor II E, polypeptide 1 (alpha subunit) [Source:MGI Symbol;Acc:MGI:1921447]"	74197	"down"
"ENSMUSG00000062963.10"	"Ufc1"	0.92891934689661	6.81429839902169	6.98841492610444	0.0116964817628731	"protein_coding"	"ubiquitin-fold modifier conjugating enzyme 1 [Source:MGI Symbol;Acc:MGI:1913405]"	66155	"up"
"ENSMUSG00000030629.15"	"Zfand6"	-0.833631361737347	7.94455511478037	6.98692064108702	0.0117047562611198	"protein_coding"	"zinc finger, AN1-type domain 6 [Source:MGI Symbol;Acc:MGI:1929510]"	65098	"down"
"ENSMUSG00000018974.7"	"Sart3"	-1.47504962528235	4.84307914682753	6.98300486460641	0.0117264693784222	"protein_coding"	"squamous cell carcinoma antigen recognized by T cells 3 [Source:MGI Symbol;Acc:MGI:1858230]"	53890	"down"
"ENSMUSG00000078784.8"	"Rbis"	2.15736978114086	4.35663741127858	7.02122881404846	0.0117309966178126	"protein_coding"	"ribosomal biogenesis factor [Source:MGI Symbol;Acc:MGI:1916376]"	69126	"up"
"ENSMUSG00000010607.8"	"Pigyl"	-0.896326151453522	7.19369436663139	6.98067730810756	0.0117393962172498	"protein_coding"	"phosphatidylinositol glycan anchor biosynthesis, class Y-like [Source:MGI Symbol;Acc:MGI:1913518]"	66268	"down"
"ENSMUSG00000034192.5"	"Lsm3"	-0.937017013265412	6.91681299571836	6.97354679080028	0.0117790930247671	"protein_coding"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1914928]"	67678	"down"
"ENSMUSG00000027765.6"	"P2ry1"	1.30911790890334	5.31050398241021	6.96250959017184	0.0118408230317289	"protein_coding"	"purinergic receptor P2Y, G-protein coupled 1 [Source:MGI Symbol;Acc:MGI:105049]"	18441	"up"
"ENSMUSG00000014606.14"	"Slc25a11"	-0.868584194216215	6.98820557775515	6.95510604856951	0.0118824246167061	"protein_coding"	"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11 [Source:MGI Symbol;Acc:MGI:1915113]"	67863	"down"
"ENSMUSG00000093989.1"	"Rnasek"	1.76161095320024	5.46697729778713	7.40120158616867	0.0119113199487863	"protein_coding"	"ribonuclease, RNase K [Source:MGI Symbol;Acc:MGI:106369]"	52898	"up"
"ENSMUSG00000056342.16"	"Usp34"	-0.894481453226447	6.80703013298323	6.94274392249271	0.0119522388890865	"protein_coding"	"ubiquitin specific peptidase 34 [Source:MGI Symbol;Acc:MGI:109473]"	17847	"down"
"ENSMUSG00000054162.15"	"Spock3"	-0.842458641068354	7.65983415436401	6.9181010719665	0.0120927233419639	"protein_coding"	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 [Source:MGI Symbol;Acc:MGI:1920152]"	72902	"down"
"ENSMUSG00000005447.12"	"Pafah1b3"	1.05954842181002	5.8811447165532	6.91527684856466	0.0121089364622407	"protein_coding"	"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3 [Source:MGI Symbol;Acc:MGI:108414]"	18476	"up"
"ENSMUSG00000073968.4"	"Trim68"	3.82844606186292	2.8818246124943	6.90940065916232	0.0121427448625736	"protein_coding"	"tripartite motif-containing 68 [Source:MGI Symbol;Acc:MGI:2142077]"	101700	"up"
